name	type	latlon
Blogpad	wifi	"37.08417715,-93.07947369"
Quatz	wifi	"37.32784334,-93.23774374"
Abata	wifi	"37.17868535,-93.12990213"
Zoovu	wifi	"37.24225455,-93.07048013"
Realfire	wifi	"37.11372017,-93.18544354"
Photojam	wifi	"37.10160817,-93.03212425"
Realcube	wifi	"36.92872881,-93.24858382"
Cogilith	wifi	"37.14311083,-92.98257494"
Aimbo	wifi	"37.02560997,-93.50739799"
Divape	wifi	"37.05671967,-93.38246197"
Skinte	wifi	"37.04640074,-93.55866491"
Yodoo	wifi	"37.18816861,-93.27012795"
Rhybox	wifi	"37.36229051,-93.14179145"
Twinder	wifi	"37.04410036,-93.32787417"
Skiba	wifi	"37.00692257,-93.5192565"
Devpulse	wifi	"37.08624147,-93.46229176"
Mudo	wifi	"37.07249331,-93.2667011"
Feedfire	wifi	"37.36067549,-93.57577468"
Feedmix	wifi	"37.28036587,-93.21914939"
Jaxnation	wifi	"37.06968635,-93.39526244"
Ooba	wifi	"37.40207344,-93.21494593"
Aibox	wifi	"37.31758529,-93.41253216"
Rhyloo	wifi	"37.33949895,-93.21121042"
Leenti	wifi	"37.12134599,-93.00511834"
Edgepulse	wifi	"37.19070448,-93.37079359"
Quatz	wifi	"37.31892797,-93.22080925"
Twimbo	wifi	"37.31885693,-93.48557248"
Thoughtbridge	wifi	"36.9904315,-93.22424046"
Devpulse	wifi	"36.97782735,-93.34862578"
Divape	wifi	"37.10905915,-93.16737315"
Eire	wifi	"37.349979,-93.21634018"
Demivee	wifi	"37.25359727,-93.24193574"
Buzzshare	wifi	"37.28664481,-93.50609791"
Kwideo	wifi	"37.3555665,-93.14353168"
Centizu	wifi	"37.26950844,-93.20856214"
Twimbo	wifi	"37.19779325,-93.48878078"
Edgeify	wifi	"37.32360912,-93.1368317"
Kaymbo	wifi	"37.38046431,-93.068323"
Aimbu	wifi	"37.19946346,-93.06580694"
Yabox	wifi	"37.22737455,-93.54189724"
Browsebug	wifi	"37.11403461,-93.48279338"
Mynte	wifi	"37.4198925,-93.50168508"
Lazzy	wifi	"37.35591244,-93.20619637"
Browsebug	wifi	"37.02375563,-93.49164463"
Centidel	wifi	"37.13563883,-93.45446612"
Cogibox	wifi	"37.16302653,-93.174898"
Tagchat	wifi	"37.22939181,-93.03773697"
Ooba	wifi	"37.12723083,-92.98597915"
Devbug	wifi	"37.03933606,-93.51160349"
Vipe	wifi	"37.42627002,-93.52794438"
Jaxworks	wifi	"37.23808939,-93.09506862"
Thoughtmix	wifi	"37.31520235,-93.13997184"
Voonix	wifi	"36.98401803,-93.3494581"
Dabtype	wifi	"37.4514185,-93.28333165"
Dynabox	wifi	"37.22889075,-93.26785325"
Twinder	wifi	"37.20788072,-93.62870227"
Nlounge	wifi	"37.00998375,-93.18376917"
Feedfire	wifi	"37.12084938,-93.05843503"
Roomm	wifi	"37.33548485,-93.42387876"
Omba	wifi	"37.20140025,-93.37878158"
Skippad	wifi	"37.12677832,-93.28059176"
Chatterpoint	wifi	"37.04037049,-93.36506359"
Jaloo	wifi	"37.29712194,-93.18901856"
Podcat	wifi	"37.04551348,-93.0823214"
Thoughtstorm	wifi	"37.09918897,-93.62793814"
Jatri	wifi	"37.36103841,-93.30219729"
Devpoint	wifi	"36.98215928,-93.35830845"
Izio	wifi	"37.48632528,-93.37706082"
Dablist	wifi	"37.32134264,-93.6203453"
Myworks	wifi	"37.14199247,-93.2404691"
Edgeclub	wifi	"37.24501793,-93.20161639"
Edgetag	wifi	"36.99052092,-93.50205694"
Linkbuzz	wifi	"37.12263351,-93.33501704"
Yata	wifi	"37.00926589,-93.53302254"
Topicshots	wifi	"37.00062675,-93.41439507"
Tagchat	wifi	"37.46042531,-93.37666486"
Dabvine	wifi	"37.11941143,-93.37453577"
Topiczoom	wifi	"37.30098835,-92.96630355"
Trilith	wifi	"37.30445539,-93.30004833"
Kayveo	wifi	"37.2676874,-93.61332984"
Eidel	wifi	"37.2636773,-93.30816895"
Divape	wifi	"37.33325283,-93.12212964"
Zava	wifi	"37.19665245,-93.40016126"
Ooba	wifi	"37.15409982,-93.50703378"
Oloo	wifi	"37.0575307,-93.47070495"
Thoughtsphere	wifi	"37.17750446,-92.9416068"
Edgeclub	wifi	"37.36445165,-93.54327663"
Eabox	wifi	"37.17519757,-93.54813312"
Cogibox	wifi	"37.39144952,-93.31856652"
Plambee	wifi	"37.00721974,-93.51489913"
Buzzbean	wifi	"37.4065799,-93.27443089"
Quimba	wifi	"37.47276093,-93.36652387"
Brainsphere	wifi	"37.38696465,-93.36847478"
Leexo	wifi	"37.12088835,-93.0353081"
Voomm	wifi	"37.19043857,-92.95841311"
Avamba	wifi	"37.24573546,-92.97915019"
Rhyzio	wifi	"37.19377642,-93.43471006"
Oloo	wifi	"37.3479868,-93.35708588"
Jatri	wifi	"37.31827923,-93.49419099"
Jetpulse	wifi	"37.17620613,-93.02261737"
Buzzshare	wifi	"37.16183699,-93.1695517"
Vipe	wifi	"37.05360213,-93.08690944"
Yotz	wifi	"36.94492436,-93.20127297"
Nlounge	wifi	"37.07786743,-93.25219213"
Skiba	wifi	"37.09095803,-93.33843243"
Jaxbean	wifi	"37.13841826,-93.44810755"
Quinu	wifi	"37.26842325,-93.13645625"
Ntag	wifi	"37.05182439,-93.2826071"
Lazzy	wifi	"37.31722674,-93.5214926"
Plajo	wifi	"36.99044197,-93.24035004"
Tanoodle	wifi	"37.16523879,-93.543077"
Meedoo	wifi	"36.93016157,-93.32404254"
Feednation	wifi	"37.19720264,-93.22027848"
Youbridge	wifi	"37.31816832,-93.47783328"
Vitz	wifi	"37.08697897,-93.37872742"
Photospace	wifi	"37.08939976,-93.09946086"
Wikibox	wifi	"37.330043,-93.2015179"
Flashspan	wifi	"37.34323159,-93.27253938"
Yakijo	wifi	"37.03822259,-93.50165124"
Ainyx	wifi	"37.33519045,-93.39723239"
BlogXS	wifi	"37.08523358,-93.34285442"
Mynte	wifi	"37.30997649,-93.41799402"
Cogibox	wifi	"37.16795944,-93.27776217"
Eare	wifi	"37.16625439,-93.6383141"
Buzzbean	wifi	"37.19300653,-93.35866584"
Podcat	wifi	"37.03513731,-93.29955056"
Wordpedia	wifi	"37.08371542,-93.58445446"
Jamia	wifi	"37.02841949,-93.05304048"
Wikizz	wifi	"37.14147937,-93.27554"
Livefish	wifi	"37.31408241,-93.06405691"
Cogilith	wifi	"37.44977413,-93.45513322"
Bubblebox	wifi	"36.97205158,-93.32605674"
Quamba	wifi	"37.04173581,-93.3234256"
Innojam	wifi	"37.23797278,-93.64833149"
Dabtype	wifi	"37.36211068,-93.44124765"
Zoomzone	wifi	"37.38856832,-93.1901891"
Jaxbean	wifi	"37.25141589,-93.04584575"
Tagchat	wifi	"37.00537755,-93.40298285"
Realblab	wifi	"37.12829272,-93.25230566"
Rhyloo	wifi	"37.01063956,-93.40676315"
Centimia	wifi	"37.31147381,-93.40344647"
Zoomzone	wifi	"37.36422189,-93.56328826"
Youfeed	wifi	"37.02411977,-93.4402878"
Aimbo	wifi	"37.02235714,-93.41284373"
Teklist	wifi	"37.23373212,-93.17081561"
Buzzshare	wifi	"37.24571395,-93.46604597"
Dynazzy	wifi	"37.09464782,-93.48149645"
Blogpad	wifi	"37.1964353,-93.19309469"
Quire	wifi	"37.08774294,-93.47756283"
Mynte	wifi	"37.09856286,-93.03651235"
Linkbuzz	wifi	"37.22952138,-93.30053174"
Photospace	wifi	"37.1038625,-93.38180306"
Zoomlounge	wifi	"37.16273822,-93.59462559"
Pixonyx	wifi	"37.13293395,-93.63650782"
Photobean	wifi	"37.08719042,-93.17906754"
Tagpad	wifi	"36.97539562,-93.42047598"
Mudo	wifi	"37.00031427,-93.47278971"
Abata	wifi	"37.24151892,-93.18841679"
Fivechat	wifi	"37.09767476,-93.17430649"
Bubblebox	wifi	"37.46916472,-93.35007948"
Yotz	wifi	"37.34804715,-93.53682827"
Skaboo	wifi	"37.25323595,-93.19443159"
Jabberstorm	wifi	"37.17134316,-93.63750385"
Blogspan	wifi	"37.06378861,-93.37015781"
Twitternation	wifi	"37.4216343,-93.2018125"
Topicstorm	wifi	"37.00681076,-93.34433228"
Gabtype	wifi	"37.09541657,-93.49765099"
Eire	wifi	"37.093349,-93.22614004"
Jabberstorm	wifi	"37.33496439,-93.59074732"
Fiveclub	wifi	"37.08051166,-93.17704172"
Vimbo	wifi	"37.13169245,-93.34081111"
Zoomlounge	wifi	"37.31969859,-93.51492308"
Meezzy	wifi	"37.28357573,-93.00391626"
Yoveo	wifi	"37.46209491,-93.22063809"
Eabox	wifi	"36.94850016,-93.225613"
Leexo	wifi	"37.11484052,-93.56641453"
Quaxo	wifi	"37.1048998,-93.2940975"
Riffpath	wifi	"37.10717762,-93.04428634"
Babbleblab	wifi	"37.30769687,-93.10441263"
Flashpoint	wifi	"37.07699306,-93.50441786"
Gigazoom	wifi	"37.4419334,-93.26883901"
Rhycero	wifi	"37.143917,-93.24612873"
Oyope	wifi	"37.09180179,-93.14148088"
Kazio	wifi	"37.37818062,-93.29629993"
Shuffledrive	wifi	"37.29948608,-93.51734787"
Meetz	wifi	"37.25414891,-93.30077273"
Eire	wifi	"37.27909443,-93.02212843"
Tazzy	wifi	"37.20699036,-92.99479266"
Rooxo	wifi	"37.18387634,-93.62311261"
Voolia	wifi	"37.04182222,-93.05405001"
Zoombeat	wifi	"37.327631,-93.1390376"
Vipe	wifi	"36.92395651,-93.33568646"
Devcast	wifi	"36.99679627,-93.07417309"
Avamba	wifi	"37.16166761,-92.93734728"
Zooveo	wifi	"37.44342207,-93.36897846"
Plajo	wifi	"37.03798042,-93.31017918"
Yombu	wifi	"37.28265228,-93.51708046"
Zazio	wifi	"37.40359649,-93.20882261"
Flipopia	wifi	"37.26685822,-93.63271354"
Demimbu	wifi	"36.96262001,-93.41518308"
Geba	wifi	"37.06164393,-93.32800544"
Tanoodle	wifi	"37.15739793,-92.95194214"
Topicshots	wifi	"37.32508823,-93.56947795"
Plajo	wifi	"37.1504791,-93.10433477"
Skyble	wifi	"37.11102314,-93.45763462"
Topicshots	wifi	"37.17908328,-93.52503558"
Wikibox	wifi	"37.30988415,-93.5660459"
Topiclounge	wifi	"36.95513986,-93.15290585"
Quamba	wifi	"37.01045428,-93.06108499"
Dynabox	wifi	"37.36911847,-93.48798495"
Thoughtmix	wifi	"36.97248454,-93.45612013"
BlogXS	wifi	"37.07346509,-93.25496703"
Edgepulse	wifi	"37.32415055,-92.96324513"
Mycat	wifi	"37.35198843,-93.43513169"
Fatz	wifi	"37.26574316,-93.26609091"
Fivechat	wifi	"37.19246894,-93.47182108"
Quatz	wifi	"37.23501599,-93.09329105"
Zoomcast	wifi	"37.47211823,-93.23327516"
Tekfly	wifi	"37.47202014,-93.39066987"
Skaboo	wifi	"37.22438139,-93.36415736"
Yodel	wifi	"37.0266863,-93.25288946"
Riffpedia	wifi	"37.34728819,-93.55782625"
Devshare	wifi	"37.27702036,-93.27018196"
Shuffledrive	wifi	"37.32555663,-93.03189151"
Quimm	wifi	"37.08106332,-93.41318145"
Gabspot	wifi	"36.95184428,-93.39922615"
Skinix	wifi	"37.32688406,-93.446626"
Yakijo	wifi	"36.95886438,-93.29087507"
Voonyx	wifi	"37.1307201,-93.49067469"
Oyondu	wifi	"37.01587795,-93.04760057"
Skidoo	wifi	"37.27856253,-93.21369107"
Muxo	wifi	"37.13316029,-93.0968859"
Browsetype	wifi	"37.09416795,-93.32986319"
Browsebug	wifi	"37.11272792,-93.50659287"
Vinte	wifi	"37.32447335,-93.25859461"
Cogidoo	wifi	"37.15765172,-93.46301756"
Demizz	wifi	"37.05318474,-93.43380335"
Ooba	wifi	"37.16745,-93.50438151"
Fatz	wifi	"37.16693042,-93.5683455"
Jaxbean	wifi	"37.36636742,-93.57372877"
Babblestorm	wifi	"36.95591222,-93.13075212"
Miboo	wifi	"37.3604397,-93.26609218"
Youspan	wifi	"37.2054439,-93.47155551"
Skaboo	wifi	"37.16307147,-93.17983017"
Twitterlist	wifi	"37.08113813,-93.34840855"
Divanoodle	wifi	"36.99056094,-93.22917882"
Fivechat	wifi	"37.45921249,-93.44886541"
Gabspot	wifi	"37.28070343,-93.2289145"
Dynazzy	wifi	"37.047593,-93.32560686"
Ainyx	wifi	"37.08305009,-93.39972099"
Aimbo	wifi	"37.04391792,-93.44415107"
Cogidoo	wifi	"37.35843102,-93.5382452"
Skiptube	wifi	"37.2588235,-93.4234674"
Lajo	wifi	"37.11314757,-92.9587117"
Quaxo	wifi	"36.94750971,-93.4427351"
Photobean	wifi	"37.31965133,-93.25061922"
Voomm	wifi	"36.97627676,-93.13890373"
Dabvine	wifi	"37.41295097,-93.16870344"
DabZ	wifi	"37.32091849,-93.10690916"
Feedspan	wifi	"36.97894921,-93.36526927"
Quire	wifi	"37.22334454,-93.25710259"
Wikivu	wifi	"37.160857,-92.96976544"
Yacero	wifi	"37.26985192,-93.47445171"
Bluejam	wifi	"37.29955611,-93.3788915"
Dazzlesphere	wifi	"37.26448109,-93.28624258"
Skyndu	wifi	"37.26519898,-93.20795798"
Innojam	wifi	"37.08033158,-93.5025617"
Miboo	wifi	"37.30732949,-93.33645136"
Voolia	wifi	"37.36242969,-93.35349096"
Podcat	wifi	"37.11921377,-93.35531636"
Dabfeed	wifi	"37.11199434,-93.10214546"
Linkbuzz	wifi	"37.13158631,-93.42302501"
Feedfire	wifi	"37.36268901,-93.06504676"
Fiveclub	wifi	"37.01026728,-93.12040551"
Dynazzy	wifi	"37.15319144,-93.40255316"
Realmix	wifi	"37.1737354,-93.27029428"
Roodel	wifi	"37.38552126,-93.12860064"
Fivebridge	wifi	"36.96977835,-93.46867068"
Quinu	wifi	"37.27590483,-93.58915038"
Realcube	wifi	"36.94946902,-93.40829687"
Zoomdog	wifi	"37.2610498,-93.63412989"
Quinu	wifi	"37.08967136,-93.35095067"
Eidel	wifi	"37.46316592,-93.33158818"
Eire	wifi	"37.27090471,-93.12691141"
Wordware	wifi	"37.19879238,-92.99589072"
Katz	wifi	"37.18173078,-93.2108088"
Pixonyx	wifi	"37.13682665,-92.95478711"
Topicblab	wifi	"37.37185028,-93.12457684"
Meetz	wifi	"37.28505039,-93.32300766"
Skilith	wifi	"37.36908637,-93.55299743"
Yakitri	wifi	"37.15193648,-93.5706085"
Brainlounge	wifi	"37.11697411,-93.08450986"
Skyble	wifi	"37.091244,-93.42344987"
Meedoo	wifi	"36.95118541,-93.27031798"
Avamba	wifi	"37.31530104,-93.45838483"
Bubblemix	wifi	"37.24884043,-93.03814772"
Plambee	wifi	"37.26089648,-92.97046442"
Kanoodle	wifi	"37.24123639,-92.9350774"
Mybuzz	wifi	"37.41346874,-93.49881079"
JumpXS	wifi	"37.16570212,-93.47930583"
Jayo	wifi	"37.08553782,-93.56051651"
Tekfly	wifi	"37.25542502,-93.13777705"
Jaxworks	wifi	"37.27964548,-93.36235026"
Vimbo	wifi	"37.11374127,-92.98387494"
Pixope	wifi	"37.1161896,-93.25137715"
Shuffletag	wifi	"37.13030987,-93.21193975"
Yakidoo	wifi	"37.24586801,-93.21332526"
Teklist	wifi	"37.48333511,-93.24189046"
Eimbee	wifi	"37.1392484,-93.18148042"
Babbleblab	wifi	"37.02590515,-93.45304022"
Browsebug	wifi	"37.42868071,-93.26642754"
Agimba	wifi	"37.27445287,-93.50674921"
Mydo	wifi	"37.20822075,-93.2413497"
Wikizz	wifi	"37.32290949,-93.54884474"
Babbleblab	wifi	"37.11903125,-93.62985192"
Yotz	wifi	"36.96480428,-93.18056451"
Kayveo	wifi	"36.93794434,-93.19802673"
Fanoodle	wifi	"37.05531135,-93.12983424"
Riffwire	wifi	"37.26620767,-93.53049324"
Eadel	wifi	"37.15497691,-93.20433098"
Cogibox	wifi	"37.32723963,-93.55879712"
Browsezoom	wifi	"36.99716258,-93.13276029"
Twiyo	wifi	"37.12934584,-93.18878861"
Rhynyx	wifi	"37.12474965,-93.15851249"
Lajo	wifi	"37.24040863,-93.10020897"
Gabcube	wifi	"37.13681249,-93.43170484"
Vidoo	wifi	"37.03722325,-93.33174541"
Photobug	wifi	"37.02182956,-93.19969671"
Nlounge	wifi	"37.36512663,-93.16005474"
Twitterworks	wifi	"37.45863088,-93.3714193"
Mydo	wifi	"37.03943013,-93.28830934"
Thoughtstorm	wifi	"37.22143379,-93.19139503"
Riffpath	wifi	"37.38513426,-93.44359446"
Avavee	wifi	"37.02943407,-93.27630034"
Gabcube	wifi	"37.46935394,-93.1888915"
Skipfire	wifi	"37.17604557,-93.62019665"
Tazzy	wifi	"37.04302596,-93.36234784"
Realbuzz	wifi	"37.0199507,-93.37079367"
Yata	wifi	"37.00286388,-93.23298885"
Avamba	wifi	"37.45252938,-93.45055212"
Buzzbean	wifi	"37.0896419,-93.33221276"
Jetwire	wifi	"36.95491764,-93.33122111"
Feedbug	wifi	"37.32143292,-93.2374253"
Photobug	wifi	"37.37924848,-93.180134"
Leenti	wifi	"37.37795094,-93.20819301"
Vidoo	wifi	"37.27459288,-93.59760809"
Demivee	wifi	"37.02096106,-93.54712342"
Cogilith	wifi	"37.21038537,-93.01604036"
Vitz	wifi	"37.22539724,-93.30889065"
Brainsphere	wifi	"37.00857335,-93.06280148"
Riffwire	wifi	"37.27707407,-93.61635436"
Jaxspan	wifi	"37.27662606,-92.96213491"
Skaboo	wifi	"37.41506391,-93.20023348"
Yabox	wifi	"37.18035583,-93.53428276"
Meezzy	wifi	"36.99596803,-93.14648459"
Babbleset	wifi	"37.2411392,-92.94134954"
Livetube	wifi	"37.03423765,-93.35293948"
Demimbu	wifi	"37.0657229,-93.10809755"
Demivee	wifi	"37.34908344,-93.05066513"
Photospace	wifi	"37.15202528,-92.96237125"
Meembee	wifi	"37.35223962,-93.3571033"
Blognation	wifi	"36.95265163,-93.37687167"
Yotz	wifi	"37.16310905,-93.08598473"
Oodoo	wifi	"37.25901333,-93.31386238"
Topiczoom	wifi	"37.41171611,-93.24576138"
Twimm	wifi	"37.21523057,-93.48486916"
Wikizz	wifi	"37.33123313,-93.58278331"
Quinu	wifi	"37.16646104,-93.03174116"
Quimba	wifi	"37.33943847,-93.32760784"
Innojam	wifi	"37.47028321,-93.42008882"
Buzzbean	wifi	"37.10959579,-93.17799314"
Gigashots	wifi	"37.15036322,-93.19095584"
Abata	wifi	"37.09270112,-93.55574955"
Eare	wifi	"37.16958516,-93.25325243"
Oyoloo	wifi	"37.21828189,-92.98331308"
Yodo	wifi	"37.21964939,-93.56627401"
Leenti	wifi	"37.10670051,-93.36462898"
Centimia	wifi	"37.02627822,-93.31451299"
Feedfish	wifi	"37.40666248,-93.42336407"
Dabvine	wifi	"37.30682333,-93.30005492"
Yakitri	wifi	"37.35621074,-93.15786329"
Tagchat	wifi	"37.45444196,-93.47117235"
Edgeblab	wifi	"37.37330051,-93.21777764"
Flashpoint	wifi	"37.25897774,-93.26929448"
Trudeo	wifi	"37.2263933,-93.32742885"
Cogidoo	wifi	"36.99629525,-93.05222007"
Skajo	wifi	"37.26382615,-92.9866923"
Gigaclub	wifi	"37.2154498,-93.53016585"
Skiptube	wifi	"37.38033607,-93.23415466"
Eadel	wifi	"37.40085466,-93.06749557"
Eabox	wifi	"37.26873451,-93.37014673"
Bubbletube	wifi	"37.09755662,-93.15855204"
Jaloo	wifi	"37.43857506,-93.38985385"
Wordtune	wifi	"37.0556944,-93.37705763"
Youtags	wifi	"37.13792782,-93.44245"
Dabfeed	wifi	"37.29901161,-93.27743694"
Brainbox	wifi	"37.24792991,-93.36370953"
Zoomzone	wifi	"37.08957877,-92.96924346"
Ailane	wifi	"37.12232965,-93.00773956"
Jayo	wifi	"37.48305429,-93.29543145"
Quire	wifi	"37.4378079,-93.11023529"
Thoughtbridge	wifi	"37.08657143,-93.20446882"
Fivebridge	wifi	"37.15407933,-93.29880852"
Devshare	wifi	"37.18800485,-93.37502708"
Bluejam	wifi	"37.40498012,-93.27765818"
Thoughtstorm	wifi	"37.1825951,-93.05888246"
Quatz	wifi	"37.22441746,-93.20451448"
Rhycero	wifi	"37.1407608,-93.17828388"
Tavu	wifi	"37.4311129,-93.36895381"
Kaymbo	wifi	"37.28222398,-93.58947831"
Nlounge	wifi	"37.46877817,-93.28596443"
Demivee	wifi	"37.20135619,-93.27194904"
Quimm	wifi	"37.38742853,-93.02270509"
Vidoo	wifi	"36.95334522,-93.18713403"
Meemm	wifi	"37.05040051,-93.49686934"
Yotz	wifi	"37.29108474,-93.39296295"
Blogpad	wifi	"37.38534066,-93.05751696"
BlogXS	wifi	"36.99699252,-93.15487931"
Photofeed	wifi	"37.19400568,-93.20419825"
Fatz	wifi	"37.37619108,-93.57416278"
Agimba	wifi	"36.94811809,-93.27816407"
Oyoba	wifi	"37.00206005,-93.07556058"
Leenti	wifi	"37.05293346,-93.1251907"
Shufflebeat	wifi	"37.16525917,-93.57712051"
Quimm	wifi	"37.10479463,-93.00628367"
Shufflester	wifi	"37.00997469,-93.08918064"
Fadeo	wifi	"37.35907746,-93.42017335"
Minyx	wifi	"37.04160518,-93.37992802"
Thoughtsphere	wifi	"37.3804769,-93.17395092"
Zooxo	wifi	"37.26313875,-93.02375546"
Flipbug	wifi	"37.17753199,-93.10762848"
Mydeo	wifi	"37.16474124,-92.97964205"
Buzzdog	wifi	"37.11000364,-93.51756768"
Buzzbean	wifi	"37.31927846,-93.10244285"
LiveZ	wifi	"37.11174006,-93.52464361"
Yotz	wifi	"37.32685519,-93.12349193"
Voomm	wifi	"37.30568553,-93.46513922"
Rhynoodle	wifi	"37.04056997,-93.02661494"
Twitternation	wifi	"37.05838205,-93.27172384"
Blogpad	wifi	"37.06185698,-93.21564218"
Linkbuzz	wifi	"37.38874329,-93.34102594"
Babblestorm	wifi	"37.36112119,-93.5428501"
Innotype	wifi	"37.22352944,-93.45620978"
Thoughtstorm	wifi	"37.44239694,-93.24359238"
Realbridge	wifi	"37.07429691,-93.52107639"
DabZ	wifi	"37.00445974,-93.31939654"
Rhybox	wifi	"37.34475472,-93.29314855"
Twinder	wifi	"37.05389797,-93.42529768"
Zoovu	wifi	"37.42408958,-93.07764838"
Flipopia	wifi	"37.25046733,-93.24977325"
Livefish	wifi	"37.35536347,-93.56509328"
Yodel	wifi	"37.02795447,-93.11824295"
Fliptune	wifi	"37.31518125,-93.2233778"
Mybuzz	wifi	"37.36298784,-93.48119481"
Edgewire	wifi	"37.44002133,-93.18827073"
Fatz	wifi	"37.29676302,-93.10119664"
Jayo	wifi	"36.95282263,-93.17892366"
Tekfly	wifi	"37.10195411,-93.11640134"
Topicware	wifi	"37.05406959,-93.4148265"
Skinder	wifi	"37.18617282,-93.13701748"
Eadel	wifi	"37.17513456,-93.65275539"
Flipopia	wifi	"36.97296187,-93.34756922"
Zooxo	wifi	"37.31538067,-93.58133017"
Feednation	wifi	"37.08679179,-93.35647183"
Yabox	wifi	"37.44356368,-93.25354201"
Voomm	wifi	"37.42640148,-93.07583741"
Feedfire	wifi	"37.2023415,-93.15411962"
Skyndu	wifi	"37.18450157,-93.09900733"
Eabox	wifi	"36.97608683,-93.29211892"
Rhyzio	wifi	"37.15226548,-93.01616852"
Zoomdog	wifi	"37.04654192,-93.44617063"
Browsetype	wifi	"37.1815701,-93.5745697"
Yamia	wifi	"37.36407113,-93.51313129"
DabZ	wifi	"37.06187419,-93.18665204"
Bluejam	wifi	"37.03442627,-93.50128799"
Divanoodle	wifi	"37.28335279,-93.15043853"
Topicshots	wifi	"37.20882105,-93.54231129"
Gevee	wifi	"37.2776147,-92.96826988"
Edgeclub	wifi	"37.41894757,-93.37293812"
Camimbo	wifi	"37.42048509,-93.49515097"
Divape	wifi	"37.0864397,-93.53104944"
Meedoo	wifi	"37.19618853,-93.46293134"
Devpulse	wifi	"37.43233492,-93.31100503"
Zoonoodle	wifi	"37.31853698,-93.43195215"
Midel	wifi	"37.14752532,-93.17594247"
Photofeed	wifi	"37.26749174,-93.06637691"
Cogibox	wifi	"37.15210789,-93.38348601"
Latz	wifi	"36.98286565,-93.35793055"
Demizz	wifi	"37.21132774,-93.15564997"
Demivee	wifi	"36.98307493,-93.11401256"
Zooveo	wifi	"37.47929192,-93.41846129"
Kamba	wifi	"36.99788263,-93.49158383"
Skynoodle	wifi	"37.45048317,-93.39783173"
Bubbletube	wifi	"37.32504178,-93.50787355"
Avavee	wifi	"37.13410117,-93.1588383"
Centidel	wifi	"37.04100338,-93.38180516"
Oyope	wifi	"36.94206625,-93.26405654"
Feednation	wifi	"37.24519018,-93.12661126"
Rhynyx	wifi	"37.29074148,-93.34459648"
Photolist	wifi	"37.39910002,-93.35915868"
Oyoba	wifi	"37.12667364,-92.96226383"
Ozu	wifi	"37.33657495,-93.60699797"
Agivu	wifi	"37.30023172,-93.53947955"
Yakitri	wifi	"37.01503489,-93.5557112"
Kaymbo	wifi	"37.08614298,-93.27881662"
Twimm	wifi	"37.25638688,-93.28595708"
Aibox	wifi	"37.27000285,-92.97983032"
Roodel	wifi	"37.34046735,-93.29005377"
Snaptags	wifi	"37.27533627,-92.95670672"
Jabberstorm	wifi	"37.20682903,-93.4714947"
Demizz	wifi	"37.34167423,-93.53788353"
Jabbertype	wifi	"37.11075165,-93.61051967"
Demimbu	wifi	"37.04219605,-93.0528579"
Dabvine	wifi	"36.97169642,-93.33120596"
Kwinu	wifi	"37.21102818,-93.3761227"
Babblestorm	wifi	"36.99088551,-93.09459741"
Babbleopia	wifi	"37.03913847,-93.5525528"
Gabcube	wifi	"37.18334144,-93.53520379"
Meejo	wifi	"37.33458021,-93.30237713"
Buzzdog	wifi	"37.08490513,-93.2698671"
Linkbridge	wifi	"37.28552117,-93.19087547"
Realpoint	wifi	"37.25588236,-92.94714595"
Eadel	wifi	"37.2981277,-93.52885182"
Browseblab	wifi	"37.03232641,-93.29255044"
Zazio	wifi	"37.13231047,-93.38302173"
Jabbertype	wifi	"37.30592711,-93.5376367"
Centidel	wifi	"37.35090509,-93.3745618"
Browsetype	wifi	"37.44746577,-93.48998975"
Katz	wifi	"37.0501301,-93.42363074"
Babbleopia	wifi	"37.35401248,-93.53146627"
InnoZ	wifi	"37.19575475,-93.60401374"
Flashdog	wifi	"37.18669674,-93.40300707"
Voonyx	wifi	"37.16843663,-93.24365549"
Eare	wifi	"37.30980566,-93.36469141"
Kazu	wifi	"36.96114745,-93.41566904"
Skipfire	wifi	"36.99937459,-93.14821643"
Dabvine	wifi	"37.2631884,-93.03594328"
Oloo	wifi	"37.18306175,-93.57404573"
Brainverse	wifi	"37.43229393,-93.28742985"
Rhyzio	wifi	"37.4097572,-93.53677476"
Blogspan	wifi	"37.13495084,-93.52058956"
Brightbean	wifi	"37.41554553,-93.47831995"
Aibox	wifi	"37.12726232,-93.59225503"
Centidel	wifi	"36.93346681,-93.37861984"
Blogspan	wifi	"37.19843657,-93.04178943"
Browsedrive	wifi	"37.34090644,-93.14179407"
Quatz	wifi	"37.12137382,-93.14042086"
Mybuzz	wifi	"37.44498035,-93.47240346"
Oyoyo	wifi	"37.14799067,-93.31780143"
Flipopia	wifi	"37.18611211,-93.65323222"
Podcat	wifi	"37.29517357,-92.95759168"
Rooxo	wifi	"37.12219514,-93.41963138"
Eidel	wifi	"37.10224449,-93.53811889"
Buzzbean	wifi	"37.0907331,-93.36512904"
Yodo	wifi	"37.27694401,-93.08821411"
Skyble	wifi	"37.29830838,-93.06972304"
Yakidoo	wifi	"37.21228492,-93.51380334"
Feednation	wifi	"37.32830117,-93.3357141"
Quimba	wifi	"37.44562171,-93.29588815"
Dabjam	wifi	"37.47440427,-93.16878731"
Vinte	wifi	"37.33300694,-93.3610006"
Thoughtblab	wifi	"37.27085517,-93.62194159"
Oyoyo	wifi	"37.10010439,-93.19159593"
Lazz	wifi	"37.17359595,-93.52221322"
